mcav_gene_name,orthogroup,entry
Mcav_TRINITY_GG_27014_c21_g1_i1.p1,OG0004088,Q9K7A0
Mcav_TRINITY_GG_55919_c92_g2_i1.p1,OG0007525,Q9D9B4
Mcav_TRINITY_GG_41720_c0_g1_i3.p1,OG0011795,Q6GL75
Mcav_TRINITY_GG_16190_c1_g1_i1.p1,OG0003281,Q8BU30
Mcav_TRINITY_GG_31491_c2_g1_i1.p1,OG0010733,NA
Mcav_TRINITY_GG_51512_c4_g1_i1.p1,OG0011510,A1L157
Mcav_TRINITY_GG_18688_c91_g1_i1.p1,OG0002507,P08037
Mcav_TRINITY_GG_55042_c2_g1_i3.p1,OG0012842,O93274
Mcav_TRINITY_GG_48301_c2_g1_i1.p1,OG0010889,D3ZUQ0
Mcav_TRINITY_GG_35049_c9_g1_i1.p1,OG0007476,Q8BUE4
Mcav_TRINITY_GG_29064_c2_g1_i1.p1,OG0002356,Q64559
Mcav_TRINITY_GG_6087_c17_g1_i1.p1,OG0008550,A1A5F2
Mcav_TRINITY_GG_49150_c2_g1_i1.p1,OG0008097,Q47898
Mcav_TRINITY_GG_52096_c3_g1_i1.p1,OG0012695,O18405
Mcav_TRINITY_GG_10721_c1_g1_i1.p1,OG0010902,NA
Mcav_TRINITY_GG_38819_c2_g2_i1.p1,OG0001341,NA
Mcav_TRINITY_GG_29981_c1_g1_i1.p1,OG0012395,NA
Mcav_TRINITY_GG_4392_c1_g1_i1.p1,OG0011966,Q2YDM0
Mcav_TRINITY_GG_44682_c36_g1_i2.p1,OG0012365,F1Q506
Mcav_TRINITY_GG_29406_c6_g2_i1.p2,OG0003512,Q4V847
Mcav_TRINITY_GG_29149_c0_g2_i1.p1,OG0007042,A7SGU3
Mcav_TRINITY_GG_24513_c0_g1_i1.p1,OG0008119,Q9BTV4
Mcav_TRINITY_GG_39776_c0_g1_i1.p1,OG0011875,NA
Mcav_TRINITY_GG_24515_c4_g2_i1.p1,OG0001953,Q6P2S7
Mcav_TRINITY_GG_24405_c1_g1_i2.p1,OG0010484,NA
Mcav_TRINITY_GG_36925_c10_g1_i1.p1,OG0010408,Q9NPA1
Mcav_TRINITY_GG_51298_c0_g1_i1.p1,OG0012081,Q9UIC8
Mcav_TRINITY_GG_45730_c0_g1_i1.p1,OG0006670,Q64459
Mcav_TRINITY_GG_45691_c2_g1_i1.p1,OG0012625,P61212
Mcav_TRINITY_GG_50661_c7_g1_i1.p1,OG0011896,Q13951
Mcav_TRINITY_GG_36271_c14_g1_i1.p1,OG0008883,NA
Mcav_TRINITY_GG_10864_c0_g1_i1.p1,OG0000017,NA
Mcav_TRINITY_GG_38170_c4_g1_i3.p1,OG0007069,Q96E11
Mcav_TRINITY_GG_41553_c0_g1_i1.p1,OG0007082,Q86Y13
Mcav_TRINITY_GG_15117_c32_g1_i1.p1,OG0000184,Q96AY4
Mcav_TRINITY_GG_19673_c4_g1_i1.p1,OG0000335,NA
Mcav_TRINITY_GG_24180_c8_g1_i1.p1,OG0003646,O97578
Mcav_TRINITY_GG_39705_c3_g1_i1.p1,OG0010188,NA
Mcav_TRINITY_GG_10604_c16_g1_i3.p2,OG0002467,Q4R5G7
Mcav_TRINITY_GG_6254_c3_g1_i1.p1,OG0003106,Q80V03
Mcav_TRINITY_GG_22835_c0_g1_i1.p1,OG0001022,NA
Mcav_TRINITY_GG_22560_c2_g1_i1.p1,OG0011814,NA
Mcav_TRINITY_GG_19215_c8_g1_i2.p1,OG0008463,Q3SZ40
Mcav_TRINITY_GG_12921_c4_g1_i2.p1,OG0008315,NA
Mcav_TRINITY_GG_39828_c9_g1_i1.p1,OG0007939,P09917
Mcav_TRINITY_GG_56035_c13_g1_i1.p1,OG0003155,P70353
Mcav_TRINITY_GG_45699_c21_g2_i1.p1,OG0000781,Q8UUZ1
Mcav_TRINITY_GG_11626_c5_g1_i2.p1,OG0007477,Q8N806
Mcav_TRINITY_GG_57183_c34_g1_i1.p1,OG0005804,Q1LY80
Mcav_TRINITY_GG_51678_c0_g1_i1.p1,OG0010765,A2VDD2
Mcav_TRINITY_GG_16520_c10_g1_i1.p1,OG0007643,P54612
Mcav_TRINITY_GG_42758_c2_g1_i1.p1,OG0008812,A1L1W9
Mcav_TRINITY_GG_37459_c10_g2_i1.p1,OG0012382,NA
Mcav_TRINITY_GG_39793_c2_g1_i1.p1,OG0010776,NA
Mcav_TRINITY_GG_25282_c4_g1_i1.p1,OG0000347,Q9NBX4
Mcav_TRINITY_GG_48372_c0_g1_i1.p1,OG0003944,NA
Mcav_TRINITY_GG_10357_c1_g1_i1.p1,OG0011341,Q8K2X2
Mcav_TRINITY_GG_5264_c0_g1_i1.p1,OG0011050,NA
Mcav_TRINITY_GG_28772_c10_g1_i1.p1,OG0012591,Q9UBV8
Mcav_TRINITY_GG_58871_c35_g1_i1.p1,OG0005924,A8WH34
Mcav_TRINITY_GG_18520_c1_g1_i1.p1,OG0002391,Q08BB2
Mcav_TRINITY_GG_17782_c0_g1_i1.p1,OG0004311,Q642Q1
Mcav_TRINITY_GG_41495_c8_g3_i1.p1,OG0008041,Q3SYV5
Mcav_TRINITY_GG_12413_c10_g1_i1.p2,OG0001668,Q8IWU5
Mcav_TRINITY_GG_56280_c2_g1_i1.p1,OG0007867,Q922H2
Mcav_TRINITY_GG_1241_c8_g1_i2.p1,OG0008424,NA
Mcav_TRINITY_GG_17760_c95_g1_i2.p1,OG0012325,Q9QWW1
Mcav_TRINITY_GG_56545_c72_g1_i1.p1,OG0008057,Q55G75
Mcav_TRINITY_GG_32351_c4_g1_i1.p1,OG0011787,Q9GM70
Mcav_TRINITY_GG_48348_c5_g2_i1.p1,OG0006263,Q2TBE6
Mcav_TRINITY_GG_44989_c1_g1_i1.p1,OG0003889,O86236
Mcav_TRINITY_GG_40485_c10_g1_i1.p1,OG0007743,P30839
Mcav_TRINITY_GG_36839_c10_g1_i1.p1,OG0008608,O88831
Mcav_TRINITY_GG_1913_c89_g1_i1.p1,OG0001378,NA
Mcav_TRINITY_GG_57650_c0_g1_i1.p1,OG0008519,P02720
Mcav_TRINITY_GG_45854_c2_g1_i1.p1,OG0001028,Q8IX30
Mcav_TRINITY_GG_38636_c6_g1_i1.p1,OG0008310,NA
Mcav_TRINITY_GG_27294_c13_g1_i4.p1,OG0002979,B5X4H8
Mcav_TRINITY_GG_31047_c2_g1_i2.p1,OG0005091,P52430
Mcav_TRINITY_GG_60414_c6_g1_i1.p1,OG0005510,Q562D6
Mcav_TRINITY_GG_10708_c14_g1_i6.p1,OG0000817,Q5QJC4
Mcav_TRINITY_GG_30654_c9_g1_i3.p1,OG0006530,B0KWE9
Mcav_TRINITY_GG_29883_c20_g1_i1.p1,OG0002977,B3EWZ3
Mcav_TRINITY_GG_41465_c3_g1_i2.p1,OG0005151,P62997
Mcav_TRINITY_GG_50657_c13_g1_i1.p1,OG0007313,A7RRG3
Mcav_TRINITY_GG_40749_c0_g1_i1.p1,OG0001273,Q1MSJ5
Mcav_TRINITY_GG_58770_c2_g1_i1.p1,OG0012013,Q6NWD4
Mcav_TRINITY_GG_26582_c3_g1_i1.p1,OG0002500,Q12789
Mcav_TRINITY_GG_47053_c1_g1_i1.p1,OG0011850,NA
Mcav_TRINITY_GG_50862_c1_g1_i1.p1,OG0011276,O94451
Mcav_TRINITY_GG_44238_c5_g1_i2.p1,OG0008238,NA
Mcav_TRINITY_GG_35042_c6_g1_i3.p1,OG0001408,P49792
Mcav_TRINITY_GG_48177_c4_g1_i2.p1,OG0010626,Q9PTS8
Mcav_TRINITY_GG_36071_c3_g1_i1.p1,OG0000375,P09759
Mcav_TRINITY_GG_38244_c4_g1_i3.p1,OG0008555,Q00006
Mcav_TRINITY_GG_33477_c11_g1_i3.p1,OG0005443,A2VDC2
Mcav_TRINITY_GG_54463_c8_g1_i1.p1,OG0001952,Q6GYQ0
Mcav_TRINITY_GG_18039_c0_g1_i1.p1,OG0001803,NA
Mcav_TRINITY_GG_16872_c5_g1_i1.p1,OG0012794,Q09655
Mcav_TRINITY_GG_37728_c3_g2_i2.p1,OG0008811,Q9DCS3
Mcav_TRINITY_GG_49796_c3_g1_i1.p1,OG0001910,O95391
Mcav_TRINITY_GG_51581_c6_g1_i1.p1,OG0002588,Q7ZVZ7
Mcav_TRINITY_GG_43107_c6_g1_i1.p1,OG0002839,Q8VHI3
Mcav_TRINITY_GG_11211_c0_g1_i1.p1,OG0002987,P40757
Mcav_TRINITY_GG_19219_c0_g2_i1.p1,OG0005587,Q5U3U4
Mcav_TRINITY_GG_41984_c57_g1_i1.p1,OG0011774,Q6MG82
Mcav_TRINITY_GG_23125_c25_g1_i1.p1,OG0012808,NA
Mcav_TRINITY_GG_28669_c2_g1_i1.p1,OG0010416,NA
Mcav_TRINITY_GG_13212_c0_g1_i1.p1,OG0000650,Q8BR93
Mcav_TRINITY_GG_61027_c1_g1_i1.p1,OG0005943,Q3V1V3
Mcav_TRINITY_GG_2760_c0_g1_i1.p1,OG0000778,Q495T6
Mcav_TRINITY_GG_16193_c10_g1_i1.p1,OG0001196,NA
Mcav_TRINITY_GG_25113_c9_g1_i2.p1,OG0012389,Q28FC1
Mcav_TRINITY_GG_16902_c94_g2_i1.p1,OG0010520,Q8QZZ8
Mcav_TRINITY_GG_59339_c15_g3_i1.p1,OG0001829,Q7Z628
Mcav_TRINITY_GG_3859_c11_g1_i1.p1,OG0012464,Q711G3
Mcav_TRINITY_GG_55294_c1_g1_i1.p1,OG0010897,Q9DC58
Mcav_TRINITY_GG_36848_c111_g1_i1.p1,OG0011688,C3YZ51
Mcav_TRINITY_GG_17414_c1_g1_i1.p1,OG0008128,Q96Q77
Mcav_TRINITY_GG_38236_c2_g1_i1.p1,OG0011977,Q94FY8
Mcav_TRINITY_GG_12970_c6_g1_i1.p1,OG0003188,Q56P03
Mcav_TRINITY_GG_35831_c0_g1_i1.p1,OG0004112,A7E2S9
Mcav_TRINITY_GG_39073_c89_g1_i1.p1,OG0010967,NA
Mcav_TRINITY_GG_52527_c1_g1_i1.p1,OG0001853,NA
Mcav_TRINITY_GG_754_c0_g1_i1.p1,OG0002895,NA
Mcav_TRINITY_GG_60658_c18_g1_i1.p1,OG0012375,D3YXS5
Mcav_TRINITY_GG_24622_c1_g1_i1.p1,OG0012056,NA
Mcav_TRINITY_GG_10850_c30_g1_i1.p1,OG0000014,P10394
Mcav_TRINITY_GG_26732_c6_g1_i1.p1,OG0005786,Q9BWQ8
Mcav_TRINITY_GG_25206_c2_g1_i1.p1,OG0006547,Q0III3
Mcav_TRINITY_GG_56860_c8_g1_i3.p1,OG0012470,Q5RBG4
Mcav_TRINITY_GG_33679_c16_g1_i1.p1,OG0003164,Q99JR1
Mcav_TRINITY_GG_28666_c18_g2_i2.p1,OG0002384,Q569B9
Mcav_TRINITY_GG_55919_c96_g2_i1.p1,OG0007515,NA
Mcav_TRINITY_GG_42263_c0_g1_i1.p1,OG0002493,NA
Mcav_TRINITY_GG_19125_c0_g1_i1.p1,OG0000064,A0QQZ8
Mcav_TRINITY_GG_47766_c0_g1_i1.p1,OG0001398,NA
Mcav_TRINITY_GG_36908_c6_g2_i1.p1,OG0008666,Q8BK35
Mcav_TRINITY_GG_17399_c0_g1_i1.p1,OG0001250,Q9DGD1
Mcav_TRINITY_GG_42605_c9_g1_i1.p1,OG0009965,NA
Mcav_TRINITY_GG_54946_c6_g1_i2.p1,OG0008593,Q96C34
Mcav_TRINITY_GG_15452_c3_g1_i1.p3,OG0012170,Q9PU53
Mcav_TRINITY_GG_12381_c22_g1_i1.p1,OG0000346,NA
Mcav_TRINITY_GG_14649_c2_g1_i1.p1,OG0000673,NA
Mcav_TRINITY_GG_33632_c6_g1_i1.p1,OG0005544,Q8NCT1
Mcav_TRINITY_GG_11317_c18_g1_i1.p1,OG0003827,P23787
Mcav_TRINITY_GG_1373_c0_g1_i2.p1,OG0000586,NA
Mcav_TRINITY_GG_32808_c5_g1_i1.p1,OG0005871,C4A0D9
Mcav_TRINITY_GG_33080_c12_g1_i1.p1,OG0001133,Q8BGQ7
Mcav_TRINITY_GG_12864_c23_g1_i1.p1,OG0004448,Q0P5M9
Mcav_TRINITY_GG_52493_c5_g1_i1.p1,OG0008121,NA
Mcav_TRINITY_GG_50053_c4_g1_i1.p1,OG0012180,Q9CWZ7
Mcav_TRINITY_GG_25476_c12_g2_i2.p1,OG0007211,NA
Mcav_TRINITY_GG_10223_c2_g1_i1.p1,OG0010805,NA
Mcav_TRINITY_GG_20831_c3_g1_i1.p1,OG0008538,C8YR32
Mcav_TRINITY_GG_50380_c14_g1_i1.p1,OG0010598,Q66IL0
Mcav_TRINITY_GG_6623_c40_g1_i2.p1,OG0011990,Q68DK7
Mcav_TRINITY_GG_14970_c3_g1_i1.p1,OG0011583,Q5VXT5
Mcav_TRINITY_GG_7446_c9_g1_i1.p1,OG0012396,Q2TBI1
Mcav_TRINITY_GG_12737_c0_g1_i1.p1,OG0003436,Q92614
Mcav_TRINITY_GG_16404_c2_g2_i1.p1,OG0000431,NA
Mcav_TRINITY_GG_57387_c10_g1_i1.p1,OG0004344,P32456
Mcav_TRINITY_GG_50972_c5_g1_i1.p1,OG0012636,P45985
Mcav_TRINITY_GG_3307_c0_g1_i1.p1,OG0005011,Q14191
Mcav_TRINITY_GG_39973_c10_g1_i4.p1,OG0000349,NA
Mcav_TRINITY_GG_13597_c22_g1_i1.p1,OG0000019,Q95SX7
Mcav_TRINITY_GG_29260_c7_g1_i2.p1,OG0012674,Q6ZR37
Mcav_TRINITY_GG_13549_c63_g2_i1.p1,OG0011720,Q3UV71
Mcav_TRINITY_GG_12619_c2_g1_i3.p1,OG0000407,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,OG0012345,NA
Mcav_TRINITY_GG_735_c2_g2_i2.p1,OG0011298,Q3B7L9
Mcav_TRINITY_GG_3042_c125_g2_i1.p1,OG0007232,NA
Mcav_TRINITY_GG_26913_c18_g1_i1.p1,OG0006012,Q0V8S0
Mcav_TRINITY_GG_3271_c4_g2_i1.p1,OG0002857,Q96RK4
Mcav_TRINITY_GG_17277_c5_g1_i1.p1,OG0001041,NA
Mcav_TRINITY_GG_18331_c0_g1_i2.p1,OG0000449,Q8N6F8
Mcav_TRINITY_GG_39949_c0_g1_i1.p1,OG0007309,Q6DCZ9
Mcav_TRINITY_GG_54499_c9_g1_i1.p1,OG0007810,NA
Mcav_TRINITY_GG_42983_c4_g1_i1.p1,OG0006918,Q502L2
Mcav_TRINITY_GG_52194_c10_g1_i4.p2,OG0006154,Q9NYV6
Mcav_TRINITY_GG_29934_c2_g1_i1.p1,OG0011173,A7RFA1
Mcav_TRINITY_GG_44709_c2_g1_i5.p2,OG0006906,Q9NS86
Mcav_TRINITY_GG_27741_c6_g1_i1.p1,OG0001743,P08239
Mcav_TRINITY_GG_42706_c3_g1_i1.p1,OG0004381,P42568
Mcav_TRINITY_GG_59203_c7_g1_i2.p1,OG0005513,A2TLM1
Mcav_TRINITY_GG_3055_c10_g1_i2.p1,OG0005692,Q9BWT3
Mcav_TRINITY_GG_57666_c3_g1_i1.p1,OG0006977,NA
Mcav_TRINITY_GG_12500_c0_g1_i1.p1,OG0000220,P0C6B8
Mcav_TRINITY_GG_52440_c0_g1_i1.p1,OG0011947,Q9D864
Mcav_TRINITY_GG_54873_c2_g2_i1.p1,OG0007813,Q9Y6A2
Mcav_TRINITY_GG_41739_c11_g1_i2.p1,OG0001390,Q9DBE9
Mcav_TRINITY_GG_29002_c46_g1_i1.p1,OG0007288,Q90669
Mcav_TRINITY_GG_30542_c12_g1_i1.p1,OG0008934,Q5ZKH8
Mcav_TRINITY_GG_16373_c9_g1_i1.p1,OG0000693,NA
Mcav_TRINITY_GG_3985_c0_g1_i1.p1,OG0010191,NA
Mcav_TRINITY_GG_41845_c13_g1_i1.p1,OG0011253,Q28678
Mcav_TRINITY_GG_40475_c2_g1_i1.p1,OG0007220,Q9UHR5
Mcav_TRINITY_GG_15240_c8_g1_i1.p1,OG0002226,P85118
Mcav_TRINITY_GG_39112_c12_g1_i1.p1,OG0007800,Q5ZLC6
Mcav_TRINITY_GG_60392_c6_g1_i1.p1,OG0005850,P97390
Mcav_TRINITY_GG_32791_c0_g1_i1.p1,OG0012327,Q8BG58
Mcav_TRINITY_GG_20422_c5_g1_i1.p1,OG0004798,P14866
Mcav_TRINITY_GG_5099_c2_g1_i1.p1,OG0011349,Q7ZYZ7
Mcav_TRINITY_GG_22639_c0_g1_i1.p1,OG0001179,NA
Mcav_TRINITY_GG_41436_c7_g1_i1.p1,OG0003839,Q9MYM7
Mcav_TRINITY_GG_29250_c1_g1_i1.p1,OG0003832,NA
Mcav_TRINITY_GG_15010_c42_g1_i6.p2,OG0005448,NA
Mcav_TRINITY_GG_28607_c0_g1_i1.p1,OG0000298,NA
Mcav_TRINITY_GG_60079_c1_g1_i1.p1,OG0010616,Q96G21
Mcav_TRINITY_GG_1434_c5_g1_i2.p1,OG0012367,Q5SGE0
Mcav_TRINITY_GG_48370_c1_g1_i1.p1,OG0011086,Q01890
Mcav_TRINITY_GG_41066_c4_g1_i1.p1,OG0005412,Q5I0S6
Mcav_TRINITY_GG_42578_c2_g1_i1.p1,OG0002052,NA
Mcav_TRINITY_GG_23634_c3_g1_i1.p1,OG0004764,A0A140C435
Mcav_TRINITY_GG_20614_c3_g2_i2.p1,OG0003768,Q9WVS6
Mcav_TRINITY_GG_8252_c7_g1_i1.p1,OG0001173,Q5R1T0
Mcav_TRINITY_GG_58110_c8_g1_i1.p1,OG0005831,Q14247
Mcav_TRINITY_GG_27266_c9_g1_i1.p1,OG0005423,Q4R7K1
Mcav_TRINITY_GG_16902_c89_g1_i1.p1,OG0011294,Q8N3Y7
Mcav_TRINITY_GG_12276_c6_g1_i1.p1,OG0012358,A2A6A1
Mcav_TRINITY_GG_10446_c1_g1_i1.p1,OG0011170,NA
Mcav_TRINITY_GG_969_c0_g1_i1.p1,OG0009864,NA
Mcav_TRINITY_GG_12786_c4_g1_i1.p1,OG0006046,B3DJT0
Mcav_TRINITY_GG_27836_c7_g1_i2.p2,OG0012289,Q32PY6
Mcav_TRINITY_GG_3291_c0_g1_i1.p1,OG0004324,NA
Mcav_TRINITY_GG_4662_c0_g1_i1.p1,OG0011827,NA
Mcav_TRINITY_GG_31033_c10_g1_i1.p1,OG0002912,Q923D2
Mcav_TRINITY_GG_57390_c7_g2_i1.p1,OG0005876,Q6XUZ5
Mcav_TRINITY_GG_59621_c4_g1_i3.p1,OG0002866,Q942L2
Mcav_TRINITY_GG_48284_c4_g1_i5.p1,OG0004439,O95153
Mcav_TRINITY_GG_11745_c4_g1_i1.p1,OG0005841,Q3B7N2
Mcav_TRINITY_GG_15595_c2_g1_i1.p1,OG0012559,A2A891
Mcav_TRINITY_GG_9920_c0_g1_i1.p1,OG0012060,NA
Mcav_TRINITY_GG_14284_c0_g1_i1.p1,OG0000509,NA
Mcav_TRINITY_GG_22818_c4_g1_i1.p1,OG0003896,Q9NP87
Mcav_TRINITY_GG_57202_c2_g1_i1.p1,OG0004246,Q9DBP0
Mcav_TRINITY_GG_23183_c62_g1_i1.p2,OG0011531,Q0IH24
Mcav_TRINITY_GG_27329_c1_g1_i1.p1,OG0007892,Q4KLE6
Mcav_TRINITY_GG_29633_c7_g1_i2.p1,OG0005260,Q5U3S1
Mcav_TRINITY_GG_11155_c1_g1_i1.p1,OG0000121,NA
Mcav_TRINITY_GG_1173_c0_g1_i1.p1,OG0004038,Q6PF45
Mcav_TRINITY_GG_16021_c3_g1_i1.p2,OG0006787,A5PLK2
Mcav_TRINITY_GG_7753_c13_g2_i4.p1,OG0004431,P27808
Mcav_TRINITY_GG_15791_c2_g1_i1.p1,OG0000057,NA
Mcav_TRINITY_GG_42011_c29_g1_i1.p1,OG0011119,A8CEP3
Mcav_TRINITY_GG_28238_c2_g1_i3.p1,OG0008672,Q96EV8
Mcav_TRINITY_GG_23999_c11_g1_i2.p1,OG0000714,P04323
Mcav_TRINITY_GG_29684_c7_g1_i2.p1,OG0001254,NA
Mcav_TRINITY_GG_54562_c25_g1_i4.p1,OG0003044,Q96EY7
Mcav_TRINITY_GG_32526_c1_g1_i1.p1,OG0012441,Q7Z7H5
Mcav_TRINITY_GG_26261_c5_g1_i5.p1,OG0001465,O15162
Mcav_TRINITY_GG_59619_c0_g1_i2.p1,OG0003406,A0JMQ0
Mcav_TRINITY_GG_29426_c4_g1_i2.p1,OG0004067,Q8CHJ0
Mcav_TRINITY_GG_10734_c3_g1_i1.p1,OG0011358,Q9D8U2
Mcav_TRINITY_GG_38196_c12_g1_i1.p1,OG0010703,NA
Mcav_TRINITY_GG_25983_c0_g1_i1.p1,OG0008395,P70032
Mcav_TRINITY_GG_24583_c13_g1_i1.p1,OG0004438,Q95245
Mcav_TRINITY_GG_28520_c14_g1_i1.p1,OG0003838,P24045
Mcav_TRINITY_GG_48480_c8_g1_i2.p1,OG0000696,Q9UJA9
Mcav_TRINITY_GG_42435_c0_g1_i1.p1,OG0004184,O14530
Mcav_TRINITY_GG_60349_c0_g1_i1.p1,OG0004170,O60784
Mcav_TRINITY_GG_38625_c3_g1_i1.p1,OG0007579,NA
Mcav_TRINITY_GG_9284_c4_g1_i1.p1,OG0002260,A7RM20
Mcav_TRINITY_GG_20610_c5_g1_i1.p1,OG0010144,A1ZAY1
Mcav_TRINITY_GG_45268_c0_g1_i1.p1,OG0010781,NA
Mcav_TRINITY_GG_32498_c5_g1_i2.p1,OG0005658,F1Q8J0
Mcav_TRINITY_GG_30775_c21_g4_i1.p1,OG0003934,Q9Y251
Mcav_TRINITY_GG_729_c13_g2_i4.p1,OG0012357,Q32L15
Mcav_TRINITY_GG_25029_c5_g2_i1.p1,OG0012161,P50538
Mcav_TRINITY_GG_35932_c4_g1_i3.p1,OG0004073,Q9JJ66
Mcav_TRINITY_GG_37883_c3_g1_i7.p1,OG0005337,P52176
Mcav_TRINITY_GG_30175_c2_g1_i1.p1,OG0011254,NA
Mcav_TRINITY_GG_42240_c6_g3_i1.p1,OG0011682,Q8VEK6
Mcav_TRINITY_GG_18559_c1_g1_i1.p1,OG0004077,Q98SJ2
Mcav_TRINITY_GG_47942_c7_g1_i1.p1,OG0005755,Q5M8W9
Mcav_TRINITY_GG_20281_c49_g1_i2.p1,OG0001768,Q9QYP1
Mcav_TRINITY_GG_32777_c4_g1_i1.p1,OG0005465,A7RQM5
Mcav_TRINITY_GG_39234_c0_g1_i3.p1,OG0011265,NA
Mcav_TRINITY_GG_61656_c6_g1_i2.p1,OG0011209,Q08E20
Mcav_TRINITY_GG_8937_c0_g1_i1.p1,OG0001931,Q08C92
Mcav_TRINITY_GG_16221_c2_g2_i1.p1,OG0001565,Q55DA0
Mcav_TRINITY_GG_489_c105_g1_i1.p1,OG0001788,NA
Mcav_TRINITY_GG_39546_c8_g1_i1.p1,OG0012349,Q9DBD2
Mcav_TRINITY_GG_56545_c101_g1_i7.p1,OG0001046,O88572
Mcav_TRINITY_GG_58784_c5_g1_i6.p1,OG0003960,B3DH20
Mcav_TRINITY_GG_54168_c3_g1_i1.p1,OG0007593,B5X186
Mcav_TRINITY_GG_61624_c2_g1_i1.p1,OG0011686,Q6NYE7
Mcav_TRINITY_GG_53597_c2_g1_i1.p1,OG0007244,Q9P0Z9
Mcav_TRINITY_GG_24063_c6_g1_i2.p1,OG0004219,Q9UA35
Mcav_TRINITY_GG_30865_c2_g1_i1.p1,OG0002602,P07237
Mcav_TRINITY_GG_36488_c6_g1_i1.p1,OG0007834,P57760
Mcav_TRINITY_GG_54970_c28_g1_i1.p1,OG0007373,P55214
Mcav_TRINITY_GG_37600_c4_g2_i2.p1,OG0007615,P17972
Mcav_TRINITY_GG_33363_c13_g5_i1.p1,OG0000086,NA
Mcav_TRINITY_GG_10472_c36_g1_i2.p1,OG0000207,NA
Mcav_TRINITY_GG_43422_c0_g1_i1.p1,OG0003795,NA
Mcav_TRINITY_GG_39786_c3_g1_i1.p1,OG0004242,Q8CBW3
Mcav_TRINITY_GG_1283_c1_g1_i1.p1,OG0012679,Q05084
Mcav_TRINITY_GG_59106_c4_g2_i1.p1,OG0007777,Q4R6T3
Mcav_TRINITY_GG_13661_c94_g1_i1.p1,OG0000529,NA
Mcav_TRINITY_GG_42342_c10_g1_i2.p1,OG0002412,P46198
Mcav_TRINITY_GG_41653_c146_g1_i2.p1,OG0012088,H1AFJ5
Mcav_TRINITY_GG_52308_c0_g1_i1.p1,OG0000903,NA
Mcav_TRINITY_GG_4629_c0_g1_i1.p1,OG0003866,F6QEU4
Mcav_TRINITY_GG_38283_c18_g1_i1.p1,OG0011949,NA
Mcav_TRINITY_GG_54521_c4_g1_i1.p1,OG0010855,Q8C9E8
Mcav_TRINITY_GG_15613_c2_g1_i4.p2,OG0004070,Q5RC70
Mcav_TRINITY_GG_1151_c5_g2_i2.p1,OG0000044,NA
Mcav_TRINITY_GG_26364_c22_g2_i1.p1,OG0005498,P16930
Mcav_TRINITY_GG_14921_c4_g1_i1.p2,OG0003230,Q5VYX0
Mcav_TRINITY_GG_31883_c5_g1_i1.p1,OG0011225,Q90W95
Mcav_TRINITY_GG_38183_c5_g1_i1.p1,OG0012199,NA
Mcav_TRINITY_GG_31949_c2_g1_i2.p1,OG0004390,NA
Mcav_TRINITY_GG_33627_c20_g1_i1.p1,OG0005548,P01115
Mcav_TRINITY_GG_26496_c7_g2_i1.p1,OG0001642,Q8BYB9
Mcav_TRINITY_GG_2803_c26_g2_i1.p1,OG0004020,Q9U5N1
Mcav_TRINITY_GG_43502_c2_g1_i1.p1,OG0012526,Q5U2X2
Mcav_TRINITY_GG_10472_c43_g3_i1.p1,OG0000287,Q6PFQ2
Mcav_TRINITY_GG_41754_c7_g1_i2.p1,OG0008120,NA
Mcav_TRINITY_GG_37600_c3_g1_i1.p1,OG0010129,Q8LGG8
Mcav_TRINITY_GG_24978_c1_g1_i1.p1,OG0006186,Q9JI08
Mcav_TRINITY_GG_11029_c4_g1_i2.p1,OG0010103,NA
Mcav_TRINITY_GG_10081_c4_g1_i3.p1,OG0004744,F6Y9J3
Mcav_TRINITY_GG_38414_c3_g1_i1.p1,OG0012143,Q28EM8
Mcav_TRINITY_GG_46798_c2_g1_i1.p1,OG0006746,Q9Y315
Mcav_TRINITY_GG_26667_c1_g1_i1.p2,OG0010987,Q921C5
Mcav_TRINITY_GG_15618_c2_g1_i1.p2,OG0000249,P10853
Mcav_TRINITY_GG_58536_c0_g1_i1.p1,OG0012278,Q08170
Mcav_TRINITY_GG_50021_c6_g1_i1.p1,OG0012371,Q80TD3
Mcav_TRINITY_GG_38375_c2_g1_i1.p1,OG0008316,A2A3K4
Mcav_TRINITY_GG_10604_c19_g1_i2.p1,OG0000517,NA
Mcav_TRINITY_GG_30212_c17_g1_i1.p1,OG0011924,Q7T006
Mcav_TRINITY_GG_56591_c9_g1_i1.p1,OG0005805,O46629
Mcav_TRINITY_GG_22930_c1_g1_i1.p1,OG0011659,Q6CLN9
Mcav_TRINITY_GG_20785_c18_g1_i6.p1,OG0011681,P08220
Mcav_TRINITY_GG_41491_c1_g1_i1.p1,OG0007281,NA
Mcav_TRINITY_GG_7663_c5_g1_i1.p1,OG0001840,P61258
Mcav_TRINITY_GG_11950_c5_g1_i1.p1,OG0004343,NA
Mcav_TRINITY_GG_13221_c0_g1_i1.p1,OG0000541,P47936
Mcav_TRINITY_GG_44682_c40_g1_i1.p1,OG0007357,NA
Mcav_TRINITY_GG_55584_c1_g1_i1.p1,OG0008084,Q9P2S5
Mcav_TRINITY_GG_48505_c0_g2_i1.p1,OG0011918,NA
Mcav_TRINITY_GG_54480_c68_g1_i1.p1,OG0000354,P41636
