Mcav_protein_seq,Human_gene_name,Human_gene_pfam,Orthogroup,Entry
Mcav_TRINITY_GG_38887_c29_g1_i1.p1,NP_000231.1,PF21799.1,OG0002324,Q8WU10
Mcav_TRINITY_GG_38887_c29_g1_i1.p1,NP_000231.1,PF00070.31,OG0002324,Q8WU10
Mcav_TRINITY_GG_38887_c29_g1_i1.p1,NP_000231.1,PF13738.10,OG0002324,Q8WU10
Mcav_TRINITY_GG_38887_c29_g1_i1.p1,NP_000889.3,PF00070.31,OG0002324,Q8WU10
Mcav_TRINITY_GG_38887_c29_g1_i1.p1,NP_000889.3,PF21799.1,OG0002324,Q8WU10
Mcav_TRINITY_GG_38887_c29_g1_i1.p1,NP_000889.3,PF01266.28,OG0002324,Q8WU10
Mcav_TRINITY_GG_38887_c29_g1_i1.p1,NP_000889.3,PF13454.10,OG0002324,Q8WU10
Mcav_TRINITY_GG_38887_c29_g1_i1.p1,NP_000231.1,PF01266.28,OG0002324,Q8WU10
Mcav_TRINITY_GG_38887_c29_g1_i1.p1,NP_000231.1,PF01134.26,OG0002324,Q8WU10
Mcav_TRINITY_GG_38887_c29_g1_i1.p1,NP_690863.1,PF13450.10,OG0002324,Q8WU10
Mcav_TRINITY_GG_38887_c29_g1_i1.p1,NP_690863.1,PF00070.31,OG0002324,Q8WU10
Mcav_TRINITY_GG_38887_c29_g1_i1.p1,NP_000889.3,PF13738.10,OG0002324,Q8WU10
Mcav_TRINITY_GG_39073_c88_g2_i2.p1,NP_000231.1,PF01494.23,OG0007639,Q2KIL4
Mcav_TRINITY_GG_39073_c88_g2_i2.p1,NP_000889.3,PF01494.23,OG0007639,Q2KIL4
Mcav_TRINITY_GG_39073_c88_g2_i2.p1,NP_690863.1,PF01494.23,OG0007639,Q2KIL4
Mcav_TRINITY_GG_39104_c123_g1_i1.p1,NP_000538.3,PF12661.11,OG0005372,P0C6B8
Mcav_TRINITY_GG_39104_c123_g1_i1.p1,NP_000538.3,PF14670.10,OG0005372,P0C6B8
Mcav_TRINITY_GG_39104_c123_g1_i1.p1,NP_000538.3,PF07645.19,OG0005372,P0C6B8
Mcav_TRINITY_GG_39104_c123_g1_i1.p1,NP_000538.3,PF12662.11,OG0005372,P0C6B8
Mcav_TRINITY_GG_39104_c123_g1_i1.p1,NP_000538.3,PF00084.24,OG0005372,P0C6B8
Mcav_TRINITY_GG_39104_c123_g1_i1.p1,NP_000538.3,PF12947.11,OG0005372,P0C6B8
Mcav_TRINITY_GG_39104_c123_g1_i1.p1,NP_000538.3,PF00008.31,OG0005372,P0C6B8
Mcav_TRINITY_GG_39104_c143_g1_i1.p1,NP_000538.3,PF00008.31,OG0010950,Q5XGI0
Mcav_TRINITY_GG_39123_c7_g1_i2.p1,NP_000778.3,PF03351.21,OG0007924,NA
Mcav_TRINITY_GG_39387_c16_g1_i1.p1,NP_000541.1,PF07974.17,OG0002425,Q5E985
Mcav_TRINITY_GG_39387_c16_g1_i1.p1,NP_000538.3,PF00008.31,OG0002425,Q5E985
Mcav_TRINITY_GG_39994_c5_g1_i2.p1,NP_000778.3,PF03351.21,OG0004145,Q08CS6
Mcav_TRINITY_GG_40007_c0_g1_i1.p1,NP_002071.2,PF00155.25,OG0003455,Q9FPH3
Mcav_TRINITY_GG_40007_c0_g1_i1.p1,NP_000781.2,PF00155.25,OG0003455,Q9FPH3
Mcav_TRINITY_GG_40007_c0_g1_i1.p1,NP_000344.1,PF01212.25,OG0003455,Q9FPH3
Mcav_TRINITY_GG_40007_c0_g1_i1.p1,NP_000781.2,PF01212.25,OG0003455,Q9FPH3
Mcav_TRINITY_GG_40007_c0_g1_i1.p1,NP_002070.1,PF00155.25,OG0003455,Q9FPH3
Mcav_TRINITY_GG_40007_c0_g1_i1.p1,NP_000344.1,PF01041.21,OG0003455,Q9FPH3
Mcav_TRINITY_GG_40007_c0_g1_i1.p1,NP_000344.1,PF00155.25,OG0003455,Q9FPH3
Mcav_TRINITY_GG_40007_c0_g1_i1.p1,NP_000344.1,PF01053.24,OG0003455,Q9FPH3
Mcav_TRINITY_GG_40485_c10_g1_i1.p1,NP_001026786.3,PF00171.26,OG0007743,P30839
Mcav_TRINITY_GG_40485_c10_g1_i1.p1,NP_001317079.1,PF05893.18,OG0007743,P30839
Mcav_TRINITY_GG_40485_c10_g1_i1.p1,NP_001026786.3,PF05893.18,OG0007743,P30839
Mcav_TRINITY_GG_40485_c10_g1_i1.p1,NP_000685.1,PF00171.26,OG0007743,P30839
Mcav_TRINITY_GG_40485_c10_g1_i1.p1,NP_000684.2,PF05893.18,OG0007743,P30839
Mcav_TRINITY_GG_40485_c10_g1_i1.p1,NP_001317079.1,PF00171.26,OG0007743,P30839
Mcav_TRINITY_GG_40485_c10_g1_i1.p1,NP_000684.2,PF00171.26,OG0007743,P30839
Mcav_TRINITY_GG_40512_c2_g1_i1.p1,NP_954986.2,PF00351.25,OG0002348,P17276
Mcav_TRINITY_GG_41128_c7_g1_i1.p1,NP_000745.1,PF01135.23,OG0007325,Q9W1V3
Mcav_TRINITY_GG_41311_c0_g1_i3.p1,NP_000231.1,PF07687.18,OG0012450,A3KG59
Mcav_TRINITY_GG_41349_c2_g1_i3.p1,NP_000661.2,PF00107.30,OG0007114,Q63159
Mcav_TRINITY_GG_41349_c2_g1_i3.p1,NP_002677.1,PF08241.16,OG0007114,Q63159
Mcav_TRINITY_GG_41349_c2_g1_i3.p1,NP_000658.1,PF00107.30,OG0007114,Q63159
Mcav_TRINITY_GG_41349_c2_g1_i3.p1,NP_000745.1,PF13847.10,OG0007114,Q63159
Mcav_TRINITY_GG_41349_c2_g1_i3.p1,NP_000659.2,PF00107.30,OG0007114,Q63159
Mcav_TRINITY_GG_41349_c2_g1_i3.p1,NP_000660.1,PF00107.30,OG0007114,Q63159
Mcav_TRINITY_GG_41349_c2_g1_i3.p1,NP_000745.1,PF09445.14,OG0007114,Q63159
Mcav_TRINITY_GG_41349_c2_g1_i3.p1,NP_000662.3,PF00107.30,OG0007114,Q63159
Mcav_TRINITY_GG_41349_c2_g1_i3.p1,NP_000745.1,PF01135.23,OG0007114,Q63159
Mcav_TRINITY_GG_41349_c2_g1_i3.p1,NP_000663.1,PF00107.30,OG0007114,Q63159
Mcav_TRINITY_GG_41349_c2_g1_i3.p1,NP_002677.1,PF13489.10,OG0007114,Q63159
Mcav_TRINITY_GG_41349_c2_g1_i3.p1,NP_002677.1,PF08242.16,OG0007114,Q63159
Mcav_TRINITY_GG_41349_c2_g1_i3.p1,NP_001159976.1,PF00107.30,OG0007114,Q63159
Mcav_TRINITY_GG_42142_c0_g1_i2.p1,NP_001913.2,PF00053.28,OG0002064,O15230
Mcav_TRINITY_GG_42142_c0_g1_i2.p1,NP_000363.1,PF00053.28,OG0002064,O15230
Mcav_TRINITY_GG_42142_c0_g1_i2.p1,NP_000541.1,PF00053.28,OG0002064,O15230
Mcav_TRINITY_GG_42290_c28_g1_i3.p1,NP_000538.3,PF00008.31,OG0000123,Q14246
Mcav_TRINITY_GG_42290_c28_g1_i3.p1,NP_000538.3,PF12661.11,OG0000123,Q14246
Mcav_TRINITY_GG_42290_c28_g1_i3.p1,NP_000538.3,PF14670.10,OG0000123,Q14246
Mcav_TRINITY_GG_42290_c28_g1_i3.p1,NP_000538.3,PF12947.11,OG0000123,Q14246
Mcav_TRINITY_GG_42290_c28_g1_i3.p1,NP_000538.3,PF07645.19,OG0000123,Q14246
Mcav_TRINITY_GG_42290_c28_g1_i3.p1,NP_000538.3,PF12662.11,OG0000123,Q14246
Mcav_TRINITY_GG_42290_c28_g4_i3.p1,NP_000538.3,PF14670.10,OG0006200,Q14246
Mcav_TRINITY_GG_42290_c28_g4_i3.p1,NP_000538.3,PF12661.11,OG0006200,Q14246
Mcav_TRINITY_GG_42290_c28_g4_i3.p1,NP_000538.3,PF00008.31,OG0006200,Q14246
Mcav_TRINITY_GG_42290_c28_g4_i3.p1,NP_000538.3,PF07645.19,OG0006200,Q14246
Mcav_TRINITY_GG_42290_c28_g4_i3.p1,NP_000538.3,PF12662.11,OG0006200,Q14246
Mcav_TRINITY_GG_42290_c28_g4_i3.p1,NP_000538.3,PF12947.11,OG0006200,Q14246
Mcav_TRINITY_GG_42437_c0_g1_i1.p1,NP_033720.2,PF02728.20,OG0000865,P19801
Mcav_TRINITY_GG_42437_c0_g1_i1.p1,NP_003725.1,PF02728.20,OG0000865,P19801
Mcav_TRINITY_GG_42437_c0_g1_i1.p1,NP_003725.1,PF02727.20,OG0000865,P19801
Mcav_TRINITY_GG_42437_c0_g1_i1.p1,NP_033720.2,PF02727.20,OG0000865,P19801
Mcav_TRINITY_GG_42443_c1_g1_i1.p1,NP_000660.1,PF00107.30,OG0002835,O02691
Mcav_TRINITY_GG_42443_c1_g1_i1.p1,NP_000662.3,PF00107.30,OG0002835,O02691
Mcav_TRINITY_GG_42443_c1_g1_i1.p1,NP_001159976.1,PF00107.30,OG0002835,O02691
Mcav_TRINITY_GG_42443_c1_g1_i1.p1,NP_000659.2,PF00107.30,OG0002835,O02691
Mcav_TRINITY_GG_42443_c1_g1_i1.p1,NP_000658.1,PF00107.30,OG0002835,O02691
Mcav_TRINITY_GG_42443_c1_g1_i1.p1,NP_000663.1,PF00107.30,OG0002835,O02691
Mcav_TRINITY_GG_42443_c1_g1_i1.p1,NP_000661.2,PF00107.30,OG0002835,O02691
Mcav_TRINITY_GG_42543_c1_g1_i1.p1,NP_690863.1,PF00899.25,OG0010708,Q9UBQ7
Mcav_TRINITY_GG_42543_c1_g1_i1.p1,NP_000889.3,PF07991.16,OG0010708,Q9UBQ7
Mcav_TRINITY_GG_42543_c1_g1_i1.p1,NP_000663.1,PF02826.23,OG0010708,Q9UBQ7
Mcav_TRINITY_GG_42543_c1_g1_i1.p1,NP_000660.1,PF02826.23,OG0010708,Q9UBQ7
Mcav_TRINITY_GG_42652_c3_g1_i2.p1,NP_001026786.3,PF00171.26,OG0003115,Q3T1L0
Mcav_TRINITY_GG_42652_c3_g1_i2.p1,NP_001317079.1,PF00171.26,OG0003115,Q3T1L0
Mcav_TRINITY_GG_42652_c3_g1_i2.p1,NP_000684.2,PF07368.15,OG0003115,Q3T1L0
Mcav_TRINITY_GG_42652_c3_g1_i2.p1,NP_000684.2,PF00171.26,OG0003115,Q3T1L0
Mcav_TRINITY_GG_42652_c3_g1_i2.p1,NP_000685.1,PF00171.26,OG0003115,Q3T1L0
Mcav_TRINITY_GG_42756_c2_g1_i1.p1,NP_000344.1,PF00266.23,OG0001634,Q9Y697
Mcav_TRINITY_GG_42756_c2_g1_i1.p1,NP_000344.1,PF01041.21,OG0001634,Q9Y697
Mcav_TRINITY_GG_42756_c2_g1_i1.p1,NP_000344.1,PF01053.24,OG0001634,Q9Y697
Mcav_TRINITY_GG_42756_c2_g1_i1.p1,NP_000781.2,PF01212.25,OG0001634,Q9Y697
Mcav_TRINITY_GG_42756_c2_g1_i1.p1,NP_000781.2,PF00282.23,OG0001634,Q9Y697
Mcav_TRINITY_GG_42756_c2_g1_i1.p1,NP_000344.1,PF01212.25,OG0001634,Q9Y697
Mcav_TRINITY_GG_42970_c6_g1_i4.p1,NP_001317079.1,PF00171.26,OG0004395,Q3SY69
Mcav_TRINITY_GG_42970_c6_g1_i4.p1,NP_001026786.3,PF00171.26,OG0004395,Q3SY69
Mcav_TRINITY_GG_42970_c6_g1_i4.p1,NP_000684.2,PF00171.26,OG0004395,Q3SY69
Mcav_TRINITY_GG_42970_c6_g1_i4.p1,NP_000685.1,PF00171.26,OG0004395,Q3SY69
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000231.1,PF03486.18,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000231.1,PF01593.28,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000889.3,PF01494.23,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000889.3,PF01262.25,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000231.1,PF05834.16,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_690863.1,PF12831.11,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000231.1,PF12831.11,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_690863.1,PF01134.26,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000889.3,PF07992.18,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000231.1,PF01262.25,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000659.2,PF01262.25,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000889.3,PF00070.31,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_690863.1,PF01262.25,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000889.3,PF00890.28,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_690863.1,PF06100.15,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000889.3,PF01593.28,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000889.3,PF13450.10,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000889.3,PF06100.15,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000231.1,PF01946.21,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000231.1,PF07992.18,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000231.1,PF00070.31,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000889.3,PF13454.10,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000889.3,PF05834.16,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000889.3,PF03486.18,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_690863.1,PF00070.31,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000231.1,PF01134.26,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000231.1,PF01266.28,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000889.3,PF12831.11,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_690863.1,PF13738.10,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_690863.1,PF13454.10,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000231.1,PF01494.23,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000889.3,PF01266.28,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000658.1,PF01262.25,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_690863.1,PF00890.28,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_690863.1,PF07992.18,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000231.1,PF13738.10,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000889.3,PF01134.26,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_690863.1,PF01494.23,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000231.1,PF06100.15,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_690863.1,PF01266.28,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_690863.1,PF04820.18,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000231.1,PF13450.10,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_690863.1,PF03486.18,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000889.3,PF01946.21,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_690863.1,PF13450.10,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_690863.1,PF05834.16,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_690863.1,PF01946.21,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000231.1,PF13454.10,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000889.3,PF13738.10,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_000231.1,PF00890.28,OG0003211,P56560
Mcav_TRINITY_GG_43065_c15_g1_i2.p1,NP_690863.1,PF01593.28,OG0003211,P56560
Mcav_TRINITY_GG_43102_c1_g2_i2.p1,NP_002070.1,PF00155.25,OG0000783,Q9CZN7
Mcav_TRINITY_GG_43102_c1_g2_i2.p1,NP_000344.1,PF01041.21,OG0000783,Q9CZN7
Mcav_TRINITY_GG_43102_c1_g2_i2.p1,NP_000344.1,PF00155.25,OG0000783,Q9CZN7
Mcav_TRINITY_GG_43102_c1_g2_i2.p1,NP_000781.2,PF00155.25,OG0000783,Q9CZN7
Mcav_TRINITY_GG_43102_c1_g2_i2.p1,NP_002071.2,PF00155.25,OG0000783,Q9CZN7
Mcav_TRINITY_GG_43389_c3_g1_i2.p1,NP_000344.1,PF01212.25,OG0000849,Q91W43
Mcav_TRINITY_GG_43389_c3_g1_i2.p1,NP_000781.2,PF01212.25,OG0000849,Q91W43
Mcav_TRINITY_GG_43389_c3_g1_i2.p1,NP_000781.2,PF00282.23,OG0000849,Q91W43
Mcav_TRINITY_GG_43389_c3_g1_i2.p1,NP_000344.1,PF00266.23,OG0000849,Q91W43
Mcav_TRINITY_GG_43427_c14_g1_i2.p1,NP_000538.3,PF00008.31,OG0001130,P98156
Mcav_TRINITY_GG_43427_c14_g1_i2.p1,NP_000538.3,PF14670.10,OG0001130,P98156
Mcav_TRINITY_GG_43427_c14_g1_i2.p1,NP_000538.3,PF12947.11,OG0001130,P98156
Mcav_TRINITY_GG_43427_c14_g1_i2.p1,NP_000538.3,PF12662.11,OG0001130,P98156
Mcav_TRINITY_GG_43427_c14_g1_i2.p1,NP_000538.3,PF07645.19,OG0001130,P98156
Mcav_TRINITY_GG_43486_c12_g1_i2.p1,NP_000745.1,PF13578.10,OG0001428,Q0V9P1
Mcav_TRINITY_GG_43486_c12_g1_i2.p1,NP_002677.1,PF08241.16,OG0001428,Q0V9P1
Mcav_TRINITY_GG_43486_c12_g1_i2.p1,NP_002677.1,PF13489.10,OG0001428,Q0V9P1
Mcav_TRINITY_GG_43897_c4_g1_i1.p1,NP_001317079.1,PF00171.26,OG0002905,Q07536
Mcav_TRINITY_GG_43897_c4_g1_i1.p1,NP_000685.1,PF00171.26,OG0002905,Q07536
Mcav_TRINITY_GG_43897_c4_g1_i1.p1,NP_001026786.3,PF00171.26,OG0002905,Q07536
Mcav_TRINITY_GG_43897_c4_g1_i1.p1,NP_000684.2,PF00171.26,OG0002905,Q07536
Mcav_TRINITY_GG_44194_c5_g1_i1.p2,NP_000541.1,PF21314.1,OG0010957,Q98TZ8
Mcav_TRINITY_GG_44648_c4_g1_i1.p1,NP_000538.3,PF00008.31,OG0008481,B8UU78
Mcav_TRINITY_GG_44663_c1_g1_i1.p1,NP_000778.3,PF03351.21,OG0003756,Q08CS6
Mcav_TRINITY_GG_45001_c0_g1_i1.p1,NP_690863.1,PF00899.25,OG0003089,Q6NTW6
Mcav_TRINITY_GG_45151_c1_g1_i5.p1,NP_002677.1,PF08241.16,OG0002017,Q2T9W2
Mcav_TRINITY_GG_45159_c7_g1_i1.p1,NP_665877.1,PF02798.24,OG0000830,P26642
Mcav_TRINITY_GG_45159_c7_g1_i1.p1,NP_665877.1,PF13410.10,OG0000830,P26642
Mcav_TRINITY_GG_45159_c7_g1_i1.p1,NP_665877.1,PF00043.29,OG0000830,P26642
Mcav_TRINITY_GG_45159_c7_g1_i1.p1,NP_665877.1,PF14497.10,OG0000830,P26642
Mcav_TRINITY_GG_45159_c7_g1_i1.p1,NP_665877.1,PF13417.10,OG0000830,P26642
Mcav_TRINITY_GG_45159_c7_g1_i1.p1,NP_665877.1,PF13409.10,OG0000830,P26642
Mcav_TRINITY_GG_45235_c4_g1_i2.p1,NP_033720.2,PF17962.5,OG0010425,A1ZAY1
Mcav_TRINITY_GG_45244_c16_g1_i1.p1,NP_000661.2,PF08240.16,OG0003136,P79896
Mcav_TRINITY_GG_45244_c16_g1_i1.p1,NP_001159976.1,PF00107.30,OG0003136,P79896
Mcav_TRINITY_GG_45244_c16_g1_i1.p1,NP_000660.1,PF00107.30,OG0003136,P79896
Mcav_TRINITY_GG_45244_c16_g1_i1.p1,NP_000663.1,PF03721.18,OG0003136,P79896
Mcav_TRINITY_GG_45244_c16_g1_i1.p1,NP_000660.1,PF08240.16,OG0003136,P79896
Mcav_TRINITY_GG_45244_c16_g1_i1.p1,NP_000663.1,PF02826.23,OG0003136,P79896
Mcav_TRINITY_GG_45244_c16_g1_i1.p1,NP_000658.1,PF00107.30,OG0003136,P79896
Mcav_TRINITY_GG_45244_c16_g1_i1.p1,NP_000663.1,PF08240.16,OG0003136,P79896
Mcav_TRINITY_GG_45244_c16_g1_i1.p1,NP_000658.1,PF08240.16,OG0003136,P79896
Mcav_TRINITY_GG_45244_c16_g1_i1.p1,NP_000661.2,PF03721.18,OG0003136,P79896
Mcav_TRINITY_GG_45244_c16_g1_i1.p1,NP_000661.2,PF00107.30,OG0003136,P79896
Mcav_TRINITY_GG_45244_c16_g1_i1.p1,NP_000659.2,PF03721.18,OG0003136,P79896
Mcav_TRINITY_GG_45244_c16_g1_i1.p1,NP_690863.1,PF03721.18,OG0003136,P79896
Mcav_TRINITY_GG_45244_c16_g1_i1.p1,NP_000663.1,PF00107.30,OG0003136,P79896
Mcav_TRINITY_GG_45244_c16_g1_i1.p1,NP_000658.1,PF03721.18,OG0003136,P79896
Mcav_TRINITY_GG_45244_c16_g1_i1.p1,NP_000659.2,PF08240.16,OG0003136,P79896
Mcav_TRINITY_GG_45244_c16_g1_i1.p1,NP_000662.3,PF00107.30,OG0003136,P79896
Mcav_TRINITY_GG_45244_c16_g1_i1.p1,NP_000660.1,PF03721.18,OG0003136,P79896
Mcav_TRINITY_GG_45244_c16_g1_i1.p1,NP_000662.3,PF08240.16,OG0003136,P79896
Mcav_TRINITY_GG_45244_c16_g1_i1.p1,NP_000659.2,PF00107.30,OG0003136,P79896
Mcav_TRINITY_GG_45244_c16_g1_i1.p1,NP_001159976.1,PF08240.16,OG0003136,P79896
Mcav_TRINITY_GG_45244_c16_g1_i1.p1,NP_000660.1,PF02826.23,OG0003136,P79896
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000889.3,PF01494.23,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_690863.1,PF00890.28,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000889.3,PF00890.28,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000889.3,PF01266.28,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000889.3,PF03486.18,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000889.3,PF00070.31,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_690863.1,PF05834.16,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000231.1,PF02254.22,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000231.1,PF01266.28,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_690863.1,PF13738.10,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_690863.1,PF02737.22,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000660.1,PF02254.22,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000889.3,PF05834.16,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000231.1,PF07992.18,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_690863.1,PF13241.10,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000231.1,PF01262.25,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_690863.1,PF01494.23,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_690863.1,PF00070.31,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000889.3,PF01262.25,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000231.1,PF01946.21,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000659.2,PF01262.25,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000889.3,PF13738.10,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_690863.1,PF03486.18,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_690863.1,PF01946.21,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_690863.1,PF07992.18,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000658.1,PF02254.22,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_690863.1,PF01266.28,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000659.2,PF02254.22,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000231.1,PF00890.28,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000231.1,PF01494.23,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000889.3,PF02254.22,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_690863.1,PF02254.22,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000889.3,PF01946.21,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000889.3,PF07992.18,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000663.1,PF02254.22,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000231.1,PF00070.31,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000658.1,PF01262.25,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000231.1,PF13738.10,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000889.3,PF13450.10,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000231.1,PF05834.16,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_690863.1,PF01262.25,OG0003545,E7F9T0
